Date,flw
2006-01-01,0.023438279032677273
2006-01-02,0.015097394324779027
2006-01-03,0.01484562709114465
2006-01-04,0.016031996369468927
2006-01-05,0.017194154221331137
2006-01-06,0.012646643413472956
2006-01-07,0.012597791178438145
2006-01-08,0.01709153232909549
2006-01-09,0.01707666764963449
2006-01-10,0.035383768238192295
2006-01-11,0.05439278369395789
2006-01-12,0.014806911193436793
2006-01-13,0.020793094083229196
2006-01-14,0.02398501387377602
2006-01-15,0.02098948440971299
2006-01-16,0.05136252597585954
2006-01-17,0.05831901030672331
2006-01-18,0.21270170984759884
2006-01-19,0.11000836452863981
2006-01-20,0.26961959205222186
2006-01-21,0.46747932697339684
2006-01-22,0.852185816990837
2006-01-23,0.33431499541964194
2006-01-24,0.16339474955223848
2006-01-25,0.12855189437337602
2006-01-26,0.14530459505355478
2006-01-27,0.21812860727407096
2006-01-28,0.26627464348832075
2006-01-29,0.21792958078946426
2006-01-30,0.22234897151308483
2006-01-31,0.21510016035072307
2006-02-01,0.1609754856643581
2006-02-02,0.15845940326921676
2006-02-03,0.16642043216581567
2006-02-04,0.5204863314425514
2006-02-05,0.42520780001794406
2006-02-06,1.049107496571098
2006-02-07,0.7026730212341917
2006-02-08,0.531730787053883
2006-02-09,0.5527794248078288
2006-02-10,0.549816556725668
2006-02-11,0.62308159465206
2006-02-12,0.7439059137021301
2006-02-13,0.6715056230407463
2006-02-14,0.5578489911708377
2006-02-15,0.8973839109794373
2006-02-16,0.7626930284774748
2006-02-17,0.86658837043987
2006-02-18,1.8902350463502042
2006-02-19,2.480082871038699
2006-02-20,1.2947052279287836
2006-02-21,1.15905715764171
2006-02-22,0.990404697840552
2006-02-23,0.9743024043354961
2006-02-24,0.9997152607672128
2006-02-25,0.9676961368766525
2006-02-26,1.0181140343098762
2006-02-27,1.0674759823427782
2006-02-28,1.06286455378641
2006-03-01,1.151985067511351
2006-03-02,1.2401537411604815
2006-03-03,1.0536343485708068
2006-03-04,0.9919020291816413
2006-03-05,1.0065230722089935
2006-03-06,1.0972614864914005
2006-03-07,1.107565246045181
2006-03-08,0.8998187042621435
2006-03-09,0.7989458462079599
2006-03-10,0.8182057759387641
2006-03-11,0.7810586717717384
2006-03-12,0.7605907286196362
2006-03-13,0.6981875237171704
2006-03-14,0.655857369127039
2006-03-15,0.6294487050132771
2006-03-16,0.6384816519291593
2006-03-17,0.6673506880830584
2006-03-18,0.7044450720726456
2006-03-19,0.8372571739985213
2006-03-20,0.7550237602963991
2006-03-21,0.7120899108821171
2006-03-22,0.6851770818075755
2006-03-23,0.7745307798755546
2006-03-24,0.649671894845818
2006-03-25,0.5039662078064112
2006-03-26,0.5386052596349655
2006-03-27,0.5331437644694642
2006-03-28,0.5248042550930149
2006-03-29,0.5453441057909636
2006-03-30,0.5654985244868488
2006-03-31,0.4801114787158141
2006-04-01,0.43233324352283264
2006-04-02,0.426689103540564
2006-04-03,0.3826811785067053
2006-04-04,0.42746610860622586
2006-04-05,0.6509899815011024
2006-04-06,0.7355726154353585
2006-04-07,0.9236384926990043
2006-04-08,1.3186657865877611
2006-04-09,1.0231607322425982
2006-04-10,0.9006919725080103
2006-04-11,1.4582522264155318
2006-04-12,0.8186730589726403
2006-04-13,0.8014746211488704
2006-04-14,0.8425773028796572
2006-04-15,0.8876088532384444
2006-04-16,0.9809835936528011
2006-04-17,1.0322501348717252
2006-04-18,1.0509594271099143
2006-04-19,0.7673633054243004
2006-04-20,0.7667780270547249
2006-04-21,0.9010179918488965
2006-04-22,0.85449014804087
2006-04-23,0.7070755180261475
2006-04-24,0.5429421209102953
2006-04-25,0.5357951383830258
2006-04-26,0.5511173657599833
2006-04-27,0.567892913020797
2006-04-28,0.526427869100255
2006-04-29,0.6300403692891495
2006-04-30,0.539745634455275
2006-05-01,0.6125847740819232
2006-05-02,0.7068747544805871
2006-05-03,0.5578488887029934
2006-05-04,0.4704583535674027
2006-05-05,0.47901202664193077
2006-05-06,0.4677539198709125
2006-05-07,0.4572829465321381
