date,flow
2006-01-01,1.4011677383584278
2006-01-02,0.29372605882434366
2006-01-03,0.2668881254770929
2006-01-04,0.3508847139742716
2006-01-05,0.3039395274157313
2006-01-06,0.2492698134044103
2006-01-07,0.21991472248645483
2006-01-08,0.2047133020152933
2006-01-09,0.21418033533340994
2006-01-10,0.4681699597541261
2006-01-11,0.8750656691339425
2006-01-12,2.7295409183816095
2006-01-13,2.923578129531099
2006-01-14,1.4004751184900064
2006-01-15,1.4302696813037816
2006-01-16,0.580366450608237
2006-01-17,0.23094893519871904
2006-01-18,0.2293103277945049
2006-01-19,0.22278955470302805
2006-01-20,0.23522112960090238
2006-01-21,0.2746447374016493
2006-01-22,0.40543397585705016
2006-01-23,0.40925127874397754
2006-01-24,0.5747485127646197
2006-01-25,0.4020409670503859
2006-01-26,0.36078365752981845
2006-01-27,2.287117004879396
2006-01-28,2.696352489581276
2006-01-29,1.9462197256992932
2006-01-30,0.3336806595364932
2006-01-31,0.26832824462027494
2006-02-01,0.34205556238944534
2006-02-02,0.2604450838671261
2006-02-03,0.2411373316706517
2006-02-04,0.23413699614912983
2006-02-05,0.2474160492635764
2006-02-06,0.28479819938131856
2006-02-07,0.30223213916791447
2006-02-08,0.33868902278187385
2006-02-09,0.35969209615170483
2006-02-10,0.3346798025111456
2006-02-11,0.3144063336253634
2006-02-12,0.3610255980784092
2006-02-13,0.30345538590021487
2006-02-14,0.25149457465398484
2006-02-15,0.2621224371954296
2006-02-16,0.29034333315490646
2006-02-17,0.27147056453543467
2006-02-18,0.261536266071269
2006-02-19,0.25576328899954215
2006-02-20,0.277237042319874
2006-02-21,0.27437292111619604
2006-02-22,0.33027821768280896
2006-02-23,0.6249824144202973
2006-02-24,0.9659585089242353
2006-02-25,1.2136673456583063
2006-02-26,0.6624720945719409
2006-02-27,0.3887772675065827
2006-02-28,0.46692761384411147
2006-03-01,0.4726762078853773
2006-03-02,0.5630937672976233
2006-03-03,0.5347405198693045
2006-03-04,4.206747600350279
2006-03-05,1.68556575402358
2006-03-06,1.0882999732848635
2006-03-07,1.0865185492275313
2006-03-08,1.0200487004172925
2006-03-09,1.2471202409923956
2006-03-10,1.4139057968693576
2006-03-11,1.6037025248326728
2006-03-12,1.6958264244988137
2006-03-13,1.7438403533676154
2006-03-14,1.6026563659374728
2006-03-15,1.5435931042021978
2006-03-16,1.5451271080538955
2006-03-17,1.6482778534234066
2006-03-18,1.6202260405002753
2006-03-19,1.8080173710995149
2006-03-20,1.5882202316688256
2006-03-21,1.4043001527691783
2006-03-22,1.288979452239849
2006-03-23,1.2758287446622147
2006-03-24,1.1919794820558882
2006-03-25,1.1386400402213195
2006-03-26,1.1301062461426181
2006-03-27,1.1280822507351242
2006-03-28,1.0386844445190797
2006-03-29,0.9386547754503373
2006-03-30,2.0799767085049
2006-03-31,2.262777640833719
2006-04-01,2.1532560635628752
2006-04-02,1.5032494729616295
2006-04-03,1.1147919881443284
2006-04-04,1.2418416310400044
2006-04-05,1.2131317738561191
2006-04-06,1.6478658354672933
2006-04-07,3.4058165666137863
2006-04-08,1.6397522682993917
2006-04-09,1.6155108045135085
2006-04-10,1.7993951409507278
2006-04-11,1.7398141383012624
2006-04-12,1.6623359297576892
2006-04-13,1.7446666297817595
2006-04-14,1.7370736939658564
2006-04-15,1.6646467168219368
2006-04-16,1.6509997285536988
2006-04-17,1.5820505637340367
2006-04-18,1.6939664212918057
2006-04-19,1.6932925417620381
2006-04-20,1.408870384700585
2006-04-21,1.54110570393595
2006-04-22,2.5732970427545183
2006-04-23,1.3078195470862266
2006-04-24,1.3465607997712317
2006-04-25,1.2233487908685936
2006-04-26,1.1873052998329983
2006-04-27,1.3393699321002341
2006-04-28,1.3778098760284019
2006-04-29,1.3690574953040495
2006-04-30,1.4101156991641217
2006-05-01,1.2435042787543245
2006-05-02,1.132550958210992
2006-05-03,0.9751847038900565
2006-05-04,0.8741173703655583
2006-05-05,0.7677929974161091
2006-05-06,0.7074519186410173
2006-05-07,0.6641980894698575
2006-05-08,0.6391575779038194
2006-05-09,0.592764303717821
2006-05-10,0.5955539923601058
2006-05-11,0.5498448584771256
2006-05-12,0.5124790039749977
2006-05-13,0.48113211515925985
2006-05-14,0.4406653667404588
2006-05-15,0.39757501922254573
2006-05-16,0.37013817664147103
2006-05-17,0.34801282968729114
2006-05-18,0.3223340050913388
2006-05-19,0.3546836321925688
2006-05-20,0.39575734426540315
2006-05-21,0.3278085594848702
2006-05-22,0.286129916813277
2006-05-23,0.26620238034736454
2006-05-24,0.24127382514908982
2006-05-25,0.2271380148716964
2006-05-26,0.2190499780959121
2006-05-27,0.20948988439429936
2006-05-28,0.2056360959976547
2006-05-29,0.19534481669515774
2006-05-30,0.18934152825203468
2006-05-31,0.18675176238341776
2006-06-01,0.25288459731082397
2006-06-02,0.24380730046311222
2006-06-03,0.2332387299555719
2006-06-04,0.22036847270983007
2006-06-05,0.21369784708291167
2006-06-06,0.20816422043328936
2006-06-07,0.2009809909318886
2006-06-08,0.1996705066772254
2006-06-09,0.2008486164063685
2006-06-10,0.19111209602176865
2006-06-11,0.19121293973494155
2006-06-12,0.2158510268540081
2006-06-13,0.17234273148984428
2006-06-14,0.1643283844763107
2006-06-15,0.15817675264729444
2006-06-16,0.14278644026769594
2006-06-17,0.13610233629744775
2006-06-18,0.1311932955213506
2006-06-19,0.12665510762660534
2006-06-20,0.1222726568812888
2006-06-21,0.11760639205850615
