Date,flw
2006-01-01,0.036350878003333004
2006-01-02,0.011811549125159167
2006-01-03,0.007713687357880567
2006-01-04,0.0068147847596074585
2006-01-05,0.002090975681450673
2006-01-06,0.00210307700999503
2006-01-07,0.0021126337492937677
2006-01-08,0.002120255179698675
2006-01-09,0.0029646512055749004
2006-01-10,0.00951944433745896
2006-01-11,0.0059856787449211486
2006-01-12,0.04528923039291568
2006-01-13,0.05784598087616475
2006-01-14,0.02266494313299132
2006-01-15,0.024125079770766812
2006-01-16,0.014026029509817187
2006-01-17,0.0023196470686441344
2006-01-18,0.002342624599633297
2006-01-19,0.002358976782538472
2006-01-20,0.0023709132577169802
2006-01-21,0.002379378467288419
2006-01-22,0.0023845170531658698
2006-01-23,0.002387144326726967
2006-01-24,0.002388489993398635
2006-01-25,0.0023892903330610064
2006-01-26,0.0046716840269242135
2006-01-27,0.032056133666099565
2006-01-28,0.044118190266739084
2006-01-29,0.010061807706734458
2006-01-30,0.002441229724380099
2006-01-31,0.0024585286499543783
2006-02-01,0.005254159721609373
2006-02-02,0.002324455145105236
2006-02-03,0.0019999070786295503
2006-02-04,0.001998282186469855
2006-02-05,0.002001260666998757
2006-02-06,0.0020024538718303587
2006-02-07,0.002002429142126257
2006-02-08,0.0020011777229625464
2006-02-09,0.001999222752535704
2006-02-10,0.0019978479387577934
2006-02-11,0.001996820472755909
2006-02-12,0.002702566787397892
2006-02-13,0.004046671203619407
2006-02-14,0.0026756991025803853
2006-02-15,0.0019971596974666436
2006-02-16,0.001994830577606241
2006-02-17,0.001991969138217911
2006-02-18,0.0022063291556893632
2006-02-19,0.0019889502051727904
2006-02-20,0.001985931684967778
2006-02-21,0.0019820251611897266
2006-02-22,0.001977038515882584
2006-02-23,0.0019705333961917786
2006-02-24,0.001963268768927932
2006-02-25,0.0021085114070686236
2006-02-26,0.0020208114896181815
2006-02-27,0.0019459014692848819
2006-02-28,0.0019413570552034897
2006-03-01,0.0018390175801943445
2006-03-02,0.0018316428958721149
2006-03-03,0.0018245892681481423
2006-03-04,0.056905318041811315
2006-03-05,0.033625831928081294
2006-03-06,0.0018390223594344154
2006-03-07,0.001851730150583192
2006-03-08,0.0018566867623636542
2006-03-09,0.0018571921163343273
2006-03-10,0.0018557710846549605
2006-03-11,0.001852426016412316
2006-03-12,0.001846885924641171
2006-03-13,0.0018404705299750847
2006-03-14,0.0018342038371077418
2006-03-15,0.0018276371741504567
2006-03-16,0.0018211331148162654
2006-03-17,0.0018151487508578
2006-03-18,0.0018080373650779587
2006-03-19,0.0017995901356384304
2006-03-20,0.002403376004537655
2006-03-21,0.001784242287853966
2006-03-22,0.0017799705002735713
2006-03-23,0.0019252743882955978
2006-03-24,0.0017733548215480637
2006-03-25,0.0017678063467613811
2006-03-26,0.0017601188469900336
2006-03-27,0.0017509293521909598
2006-03-28,0.0017420109475326884
2006-03-29,0.004154465807646062
2006-03-30,0.023934054061444148
2006-03-31,0.03726074095428206
2006-04-01,0.03823516112937984
2006-04-02,0.004592587796273163
2006-04-03,0.003019668825648439
2006-04-04,0.0016061296072070333
2006-04-05,0.0016080033659583168
2006-04-06,0.007352307843531215
2006-04-07,0.035843716900452155
2006-04-08,0.0037840950013943724
2006-04-09,0.0016356882292010324
2006-04-10,0.0016365829348003508
2006-04-11,0.0016343576813773327
2006-04-12,0.0016309721613062564
2006-04-13,0.0016255164724510896
2006-04-14,0.001616946494775149
2006-04-15,0.0016059575532673183
2006-04-16,0.0015936704561187562
2006-04-17,0.001581718887200206
2006-04-18,0.0015678132481964334
2006-04-19,0.0015511515492340542
2006-04-20,0.0015373652256780626
2006-04-21,0.003319210344917871
2006-04-22,0.036811614862639695
2006-04-23,0.0015306339975543273
2006-04-24,0.0015297901205538614
2006-04-25,0.0015246723373821274
2006-04-26,0.0015158136238563455
2006-04-27,0.0015027918043918063
2006-04-28,0.0014855349771317923
2006-04-29,0.0014662892853678125
2006-04-30,0.0014459423337299779
2006-05-01,0.0013226640227092543
2006-05-02,0.0013005134418821386
2006-05-03,0.0012791477010287578
2006-05-04,0.0012611540245661022
2006-05-05,0.0012483281016419502
2006-05-06,0.0012375950379878938
2006-05-07,0.0012262450946424767
2006-05-08,0.0012157915971804452
2006-05-09,0.0012064990688677643
2006-05-10,0.001647084720607776
2006-05-11,0.0014540272520285923
2006-05-12,0.0012251021446177028
2006-05-13,0.0011711858387218185
2006-05-14,0.0011569592444789464
2006-05-15,0.0011417750794668038
2006-05-16,0.0011271948778435134
2006-05-17,0.00111303397025136
2006-05-18,0.001100805257861283
2006-05-19,0.0013124850860842243
2006-05-20,0.0038308146085966237
2006-05-21,0.0016766153451454322
2006-05-22,0.0010719324775710691
2006-05-23,0.0010596582519068476
2006-05-24,0.0010453644905885685
2006-05-25,0.001029723083095513
2006-05-26,0.0010129183350107674
2006-05-27,0.0009956593605513803
2006-05-28,0.0009787619834679747
2006-05-29,0.0009634959238792436
2006-05-30,0.0009509854373231614
2006-05-31,0.0009390217293946484
2006-06-01,0.001292823364080963
2006-06-02,0.001275238969627104
2006-06-03,0.0012590565558192432
