"Date","flow"
2006-01-01,0.0203239985045043
2006-01-02,0.0181946576691586
2006-01-03,0.0183231774328016
2006-01-04,0.0213295357462357
2006-01-05,0.0522350447185986
2006-01-06,0.0299069416705209
2006-01-07,0.0183150447805537
2006-01-08,0.046520472505174
2006-01-09,0.346624348621096
2006-01-10,0.373936857969263
2006-01-11,0.358764357252161
2006-01-12,0.0969791487890599
2006-01-13,0.0870387169799336
2006-01-14,0.0872830298046194
2006-01-15,0.204911410342529
2006-01-16,0.680725105833386
2006-01-17,1.74145322439722
2006-01-18,0.606416058728647
2006-01-19,0.43862827394307
2006-01-20,0.461349529460086
2006-01-21,0.475846289296753
2006-01-22,0.451386359917484
2006-01-23,0.403897122807072
2006-01-24,0.418215080261211
2006-01-25,0.404525719551607
2006-01-26,0.370612424965439
2006-01-27,0.357328680174114
2006-01-28,0.326967699092676
2006-01-29,0.313113260020866
2006-01-30,0.29284658712224
2006-01-31,0.272591630146245
2006-02-01,0.209048290339465
2006-02-02,0.208035333712342
2006-02-03,0.211849670581096
2006-02-04,0.213411381501286
2006-02-05,0.235571554332938
2006-02-06,0.292983816806648
2006-02-07,0.3423143457448
2006-02-08,0.335210038255389
2006-02-09,0.333588806863681
2006-02-10,0.315100339052837
2006-02-11,0.295045829364947
2006-02-12,0.457759847925047
2006-02-13,0.482899381950353
2006-02-14,0.495527902931719
2006-02-15,0.460386171360292
2006-02-16,0.410840821754244
2006-02-17,0.405604379533715
2006-02-18,0.399278326902079
2006-02-19,0.38055080108434
2006-02-20,0.402654920753737
2006-02-21,0.399360890245507
2006-02-22,0.404696262049577
2006-02-23,0.370558371630455
2006-02-24,0.356361853507159
2006-02-25,0.370598207214777
2006-02-26,0.514753156492033
2006-02-27,0.640618781764044
2006-02-28,0.730637907118737
2006-03-01,1.33779037814289
2006-03-02,1.3354958118737
2006-03-03,0.964405559528395
2006-03-04,0.806486883519725
2006-03-05,0.969295967599542
2006-03-06,0.992133169124299
2006-03-07,0.714747430631227
2006-03-08,0.967357431516275
2006-03-09,1.06657726076321
2006-03-10,0.707676354351046
2006-03-11,0.706945482915324
2006-03-12,0.695851994264907
2006-03-13,0.820992143824063
2006-03-14,0.848423212127943
2006-03-15,0.851549835573961
2006-03-16,1.03171556171709
2006-03-17,1.67262601712633
2006-03-18,1.85461206212801
2006-03-19,2.08141561564547
2006-03-20,2.08377501564618
2006-03-21,2.3677265674366
2006-03-22,2.20561083005518
2006-03-23,2.73784977759682
