Date,flw
2006-01-01,0.012775521589621947
2006-01-02,0.012655330053611125
2006-01-03,0.005894104218981828
2006-01-04,0.006124503139600516
2006-01-05,0.006408807173173841
2006-01-06,0.006539359084264991
2006-01-07,0.01269681864293566
2006-01-08,0.006916986278894618
2006-01-09,0.007106351432909882
2006-01-10,0.00821038380593786
2006-01-11,0.01483391708359799
2006-01-12,0.02432346929014101
2006-01-13,0.007716234787744589
2006-01-14,0.007771070197227258
2006-01-15,0.007807909234252551
2006-01-16,0.007867537496085462
2006-01-17,0.007979613081934041
2006-01-18,0.008136766421306488
2006-01-19,0.009436847799247285
2006-01-20,0.012873835826626523
2006-01-21,0.010243768455878486
2006-01-22,0.008467498952491713
2006-01-23,0.008450484272678412
2006-01-24,0.008472147224184781
2006-01-25,0.03731220091410192
2006-01-26,0.10503455426184788
2006-01-27,0.03454255503690518
2006-01-28,0.013055347353556165
2006-01-29,0.013828703095644164
2006-01-30,0.014800722339719118
2006-01-31,0.018146503392180366
2006-02-01,0.049134987456632064
2006-02-02,0.12121361856452997
2006-02-03,0.10585420494387782
2006-02-04,0.055743299889544747
2006-02-05,0.1396259623781804
2006-02-06,0.2852257173563431
2006-02-07,0.2206385976957872
2006-02-08,0.17057453413975404
2006-02-09,0.18043946452883955
2006-02-10,0.1766607346068869
2006-02-11,0.17326110468748895
2006-02-12,0.1610678142984796
2006-02-13,0.14975421088197513
2006-02-14,0.13954833814853493
2006-02-15,0.1295050893250916
2006-02-16,0.11971023812473941
2006-02-17,0.11040183217770566
2006-02-18,0.1019680912818242
2006-02-19,0.09368446421297635
2006-02-20,0.08586236391396243
2006-02-21,0.0785542994382851
2006-02-22,0.07129719537163122
2006-02-23,0.0747351891263633
2006-02-24,0.0739975063653401
2006-02-25,0.05943114658347318
2006-02-26,0.09078273086974503
2006-02-27,0.06728312864346854
2006-02-28,0.05421984472278804
2006-03-01,0.06532034659475547
2006-03-02,0.06144080904079799
2006-03-03,0.05821986866512147
2006-03-04,0.05436232626260642
2006-03-05,0.04963206046615739
2006-03-06,0.04506954157496768
2006-03-07,0.04158340112236107
2006-03-08,0.0424783536760656
2006-03-09,0.14145045943995851
2006-03-10,0.10518603433678081
2006-03-11,0.07209823372959298
2006-03-12,0.07475225917963792
2006-03-13,0.07804728368002069
2006-03-14,0.07609195373514926
2006-03-15,0.07460941765442934
2006-03-16,0.07517519569252426
2006-03-17,0.07171153279233662
2006-03-18,0.06550569441711124
2006-03-19,0.058808402416808826
2006-03-20,0.05187768737242576
2006-03-21,0.04562698574151015
2006-03-22,0.041229708778874885
2006-03-23,0.11245244897516801
2006-03-24,0.03823209626836445
2006-03-25,0.035847373706779574
2006-03-26,0.03292735377941983
2006-03-27,0.030174028491684504
2006-03-28,0.036468118582027295
2006-03-29,0.030049424240627436
2006-03-30,0.05449947956109089
2006-03-31,0.09236764209570567
2006-04-01,0.0642806226947014
2006-04-02,0.054058016453560565
2006-04-03,0.0468474652030753
2006-04-04,0.04914506680335832
2006-04-05,0.049936804231053684
2006-04-06,0.05136988923836698
2006-04-07,0.045935229167587785
2006-04-08,0.04190843920975278
2006-04-09,0.10579415284544028
2006-04-10,0.07511548214605922
2006-04-11,0.12679556282383075
2006-04-12,0.06782906323024461
2006-04-13,0.06891294950274615
2006-04-14,0.145095308803512
2006-04-15,0.17427002452610546
2006-04-16,0.1119169804510057
2006-04-17,0.11362489927558099
2006-04-18,0.1118064032513188
2006-04-19,0.1475347562997048
2006-04-20,0.1627323827755602
2006-04-21,0.12151464460043761
2006-04-22,0.11853968201360411
2006-04-23,0.11174035180683024
2006-04-24,0.10084331124197454
2006-04-25,0.08919418524593443
2006-04-26,0.09086674732582406
2006-04-27,0.13140765279060768
2006-04-28,0.16648878202741643
2006-04-29,0.16046842753778748
2006-04-30,0.16107096026250634
2006-05-01,0.21410625260547217
2006-05-02,0.2413649352389043
2006-05-03,0.3034498068874665
2006-05-04,0.25805194107509605
2006-05-05,0.25112276015896684
2006-05-06,0.23987663845205848
2006-05-07,0.28021805418236806
2006-05-08,0.2184243197122751
2006-05-09,0.2030169450456328
2006-05-10,0.18055193215356607
2006-05-11,0.1577306521249534
2006-05-12,0.1364205730291298
2006-05-13,0.11611605123027907
2006-05-14,0.09810894811710472
2006-05-15,0.08222702117301821
2006-05-16,0.06784518344192848
2006-05-17,0.05591828496736852
2006-05-18,0.04666985332616803
2006-05-19,0.058538335464246125
2006-05-20,0.056194842749853785
2006-05-21,0.037354670544264564
2006-05-22,0.03795733366172746
2006-05-23,0.03199974525368098
2006-05-24,0.02412501453115402
2006-05-25,0.019094851645370125
2006-05-26,0.015254374232438583
2006-05-27,0.012680962242472657
2006-05-28,0.009988682441766884
2006-05-29,0.008293087999036648
2006-05-30,0.007160298580676028
2006-05-31,0.006388858463540325
2006-06-01,0.006996981210320843
2006-06-02,0.020161622296583945
2006-06-03,0.007885306006287446
2006-06-04,0.0058678263566624336
2006-06-05,0.005732950515165611
2006-06-06,0.005635555388712199
2006-06-07,0.005546227338135089
2006-06-08,0.005466095800478744
2006-06-09,0.0053926151765644435
2006-06-10,0.005329032981855899
2006-06-11,0.005273839245508811
2006-06-12,0.005229441767248554
2006-06-13,0.00518943674472558
2006-06-14,0.005143208341458082
2006-06-15,0.005087090481317891
2006-06-16,0.005024954149837963
2006-06-17,0.004960709701492692
2006-06-18,0.004901156506545109
2006-06-19,0.004843828083070553
2006-06-20,0.004783525840064238
2006-06-21,0.004728495798315205
2006-06-22,0.004684836859939089
2006-06-23,0.01304565950541718
2006-06-24,0.004625285525134258
2006-06-25,0.004572791041464755
2006-06-26,0.004496025474873185
2006-06-27,0.004407117806350204
2006-06-28,0.004309303462471499
2006-06-29,0.004212775052380622
2006-06-30,0.004120418095940284
2006-07-01,0.00946674583516751
2006-07-02,0.009262587314352096
2006-07-03,0.009060607725195458
2006-07-04,0.008852511945849437
2006-07-05,0.00863504790226853
2006-07-06,0.0084110139040971
2006-07-07,0.008193613290257777
2006-07-08,0.007988214604667405
2006-07-09,0.007787381346244853
2006-07-10,0.0075828130669987545
2006-07-11,0.007383623308304607
2006-07-12,0.007197315534975526
2006-07-13,0.00702297848056481
2006-07-14,0.0068643091425524124
2006-07-15,0.006703151364780998
2006-07-16,0.006523224806981826
2006-07-17,0.006339392401240279
2006-07-18,0.006159794780104293
2006-07-19,0.005987295654806572
2006-07-20,0.005817451371111709
2006-07-21,0.005651957405963914
2006-07-22,0.005495687338537412
2006-07-23,0.005348620199688901
2006-07-24,0.005210067314069116
2006-07-25,0.00508288260315759
2006-07-26,0.004967847783293081
2006-07-27,0.004863187344023505
