date,flow
2006-01-01,0.0419345739513666
2006-01-02,0.20820350753862601
2006-01-03,0.427929944763698
2006-01-04,0.22724405746603102
2006-01-05,0.228302148634925
2006-01-06,0.117704699907395
2006-01-07,0.0387166746122931
2006-01-08,0.0434040851690359
2006-01-09,0.0419994241308657
2006-01-10,0.0482934916577815
2006-01-11,0.0438347343207757
2006-01-12,0.0375727148901846
2006-01-13,0.0387810635119639
2006-01-14,0.0428398036756904
2006-01-15,0.0436168900597206
2006-01-16,0.0513982574600462
2006-01-17,0.0458650150521634
2006-01-18,0.21958491466639002
2006-01-19,0.0561397977731627
2006-01-20,0.0512296439588772
2006-01-21,0.0559571333636708
2006-01-22,0.0799857029651037
2006-01-23,0.162201131878208
2006-01-24,0.0747615846867653
2006-01-25,0.0837865381350046
2006-01-26,0.110850390592356
2006-01-27,0.09351688271495698
2006-01-28,0.0961436201153864
2006-01-29,0.0981113073872766
2006-01-30,0.107690775174064
2006-01-31,0.0994578444273315
2006-02-01,0.0604249004187319
2006-02-02,0.0602607596345014
2006-02-03,0.0598959323828254
2006-02-04,0.05938294786713501
2006-02-05,0.0709777844809334
2006-02-06,0.0604654175199139
2006-02-07,0.0586536794006528
2006-02-08,0.0610877090093415
2006-02-09,0.0962436393398342
2006-02-10,0.0624348524599326
2006-02-11,0.0656147527614961
2006-02-12,0.0666495207673032
2006-02-13,0.0666569502144592
2006-02-14,0.0661179463026288
2006-02-15,0.0654172875237329
2006-02-16,0.0647164094404142
2006-02-17,0.0755516580256673
2006-02-18,0.138888484992622
2006-02-19,0.146703066627797
2006-02-20,0.25492902854974603
2006-02-21,0.6995699178178101
2006-02-22,0.657882592429883
2006-02-23,0.357718013973701
2006-02-24,0.327236054122562
2006-02-25,0.331372123759812
2006-02-26,0.40744929260387397
2006-02-27,0.584410969085578
2006-02-28,1.03646078502674
2006-03-01,0.521899905859795
2006-03-02,0.39544089677766203
2006-03-03,0.407154836471149
2006-03-04,0.38823476492816605
2006-03-05,0.383511507319813
2006-03-06,0.39184047070662104
2006-03-07,0.406297650837936
2006-03-08,0.37181938647479795
2006-03-09,0.36436985047764703
2006-03-10,0.32610106656038396
2006-03-11,0.32225448423260805
2006-03-12,0.314741212206447
2006-03-13,0.308665667327625
2006-03-14,0.29700184478166997
2006-03-15,0.29674520412988
2006-03-16,0.27597421483796897
2006-03-17,0.257881588950251
2006-03-18,0.255268586625383
2006-03-19,0.276510681645463
2006-03-20,0.337958123067016
2006-03-21,0.47137262182342893
2006-03-22,0.36705386000812396
2006-03-23,0.46110709427115204
2006-03-24,0.5552550622313189
2006-03-25,0.8145006937946829
2006-03-26,0.7662967930651851
2006-03-27,0.71050594186465
2006-03-28,0.6434189609360761
2006-03-29,0.882594483643083
2006-03-30,0.6087208524573829
2006-03-31,0.625580955359928
2006-04-01,0.537809407529945
2006-04-02,0.506424469804674
2006-04-03,0.4823310199847671
2006-04-04,0.4580840698985711
2006-04-05,0.43801276139368295
2006-04-06,0.412641261354106
2006-04-07,0.386396985481973
2006-04-08,0.36207360713900105
2006-04-09,0.34756159444781604
2006-04-10,0.328604338844783
2006-04-11,0.340828894519107
2006-04-12,0.31771131481944603
2006-04-13,0.29752848821286
2006-04-14,0.316908253125234
2006-04-15,0.345194628016436
2006-04-16,0.504043301045393
2006-04-17,0.738321987373582
2006-04-18,1.20909366200659
2006-04-19,1.5198162992323798
2006-04-20,1.0127004051797501
2006-04-21,1.0340433119394599
2006-04-22,1.01253367504081
2006-04-23,1.11506435447233
2006-04-24,1.2485108747023101
2006-04-25,1.62643669197198
2006-04-26,2.26975752400504
2006-04-27,2.9304727566260698
2006-04-28,2.9071423114221604
2006-04-29,2.53647629510206
2006-04-30,2.44025710455454
2006-05-01,1.64466829005628
2006-05-02,1.42951364306885
2006-05-03,1.40296714786424
2006-05-04,1.3908623806380502
2006-05-05,1.56773028042299
2006-05-06,1.7362123961072
2006-05-07,2.0534043541735
