"Date","flow"
2006-01-01,0.00367194528321462
2006-01-02,0.029228487660167
2006-01-03,0.00435605376785631
2006-01-04,0.00366232745702379
2006-01-05,0.00365550190213054
2006-01-06,0.00364875499304855
2006-01-07,0.00364293306788267
2006-01-08,0.0036394658695038
2006-01-09,0.00456791909702088
2006-01-10,0.00589847546407682
2006-01-11,0.00714667420869394
2006-01-12,0.00363001634369491
2006-01-13,0.00552271016817645
2006-01-14,0.00361896349260402
2006-01-15,0.00361402013645771
2006-01-16,0.00360734111368681
2006-01-17,0.0244790713593418
2006-01-18,0.361272334901343
2006-01-19,0.463062694810619
2006-01-20,1.40450888462331
2006-01-21,0.230935168639737
2006-01-22,0.236132207608103
2006-01-23,0.37897357399105
2006-01-24,0.154292781637985
2006-01-25,0.0552191038806559
2006-01-26,0.00915266381468374
2006-01-27,0.00865248810219167
2006-01-28,0.00873930290239627
2006-01-29,0.00942418752978502
2006-01-30,0.00975364078370383
2006-01-31,0.0240736928428111
2006-02-01,0.00701393577285501
2006-02-02,0.00697445606694296
2006-02-03,0.00689017410892657
2006-02-04,0.00668160309272226
2006-02-05,0.00642868098740355
2006-02-06,0.00614876961299681
2006-02-07,0.00586204809364636
2006-02-08,0.00561089699448141
2006-02-09,0.0053998638461429
2006-02-10,0.076842053424377
2006-02-11,0.135624305391766
2006-02-12,0.301107810825614
2006-02-13,0.064620707837492
2006-02-14,0.0751465824057046
2006-02-15,0.0750153817234053
2006-02-16,0.063681311219052
2006-02-17,0.0667018499114503
2006-02-18,0.0661688385885981
2006-02-19,0.06800953037357
2006-02-20,0.0729826394487139
2006-02-21,0.0678481196848064
2006-02-22,0.0646814919440032
2006-02-23,0.0708744032119054
2006-02-24,0.087486528509382
2006-02-25,0.067433955841302
2006-02-26,0.0600523009086892
2006-02-27,0.0760459114694011
2006-02-28,0.132533661807183
2006-03-01,0.107089883529856
2006-03-02,0.0678089740811096
2006-03-03,0.0727875896533316
2006-03-04,0.0724888769485893
2006-03-05,0.0700473054337323
2006-03-06,0.066582655368538
2006-03-07,0.062493615172779
2006-03-08,0.069010439884812
2006-03-09,0.153581028391433
2006-03-10,0.0782952460677412
2006-03-11,0.0669165502503964
2006-03-12,0.0695371047413309
2006-03-13,0.0691027997549175
2006-03-14,0.066899210748425
2006-03-15,0.138125010839404
2006-03-16,0.228161687776855
2006-03-17,0.133027191315545
2006-03-18,0.118307312060211
2006-03-19,0.12243811285835
2006-03-20,0.119983110062297
2006-03-21,0.114712360512279
2006-03-22,0.108403035721783
2006-03-23,0.101773842740477
2006-03-24,0.0948735373315092
2006-03-25,0.102703468055672
2006-03-26,0.0897008236769529
2006-03-27,0.0820852511940649
2006-03-28,0.074922047975417
2006-03-29,0.0683397010277405
2006-03-30,0.0615569729533203
2006-03-31,0.0554622620745751
2006-04-01,0.0490305034741971
2006-04-02,0.0443932684315897
2006-04-03,0.0395047604423294
2006-04-04,0.0342802988182111
2006-04-05,0.0307136030580912
2006-04-06,0.0267921489747659
2006-04-07,0.0250087877968122
2006-04-08,0.0230743948570249
2006-04-09,0.0208129598375839
2006-04-10,0.0443471090524718
2006-04-11,0.0174005733844081
2006-04-12,0.0156216328000464
2006-04-13,0.0136634653910641
2006-04-14,0.0116122151463219
2006-04-15,0.00974833384914268
2006-04-16,0.0083505220784502
2006-04-17,0.00731987735701935
2006-04-18,0.00641190313405094
2006-04-19,0.00557522581115244
2006-04-20,0.014130926092886
2006-04-21,0.0388065237125069
2006-04-22,0.0526808877681957
2006-04-23,0.139152753515333
2006-04-24,0.00952725356910769
2006-04-25,0.0133428485774134
2006-04-26,0.014562561633565
2006-04-27,0.110912756189679
2006-04-28,0.10789267929071
2006-04-29,0.0317009813332732
2006-04-30,0.0390477392687829
2006-05-01,0.0380151309314361
2006-05-02,0.0369580090540293
2006-05-03,0.0343252930747872
2006-05-04,0.0310394529161294
2006-05-05,0.0274773094690258
2006-05-06,0.0233691218435453
2006-05-07,0.0192228026682698
2006-05-08,0.0161680120666815
2006-05-09,0.0142674928612031
2006-05-10,0.0124549007082677
2006-05-11,0.0104131253149971
2006-05-12,0.00892074778015571
2006-05-13,0.00725378256624056
2006-05-14,0.0057097532536613
2006-05-15,0.00437484242714437
2006-05-16,0.00354914290151384
2006-05-17,0.00328251570013183
2006-05-18,0.0032327676129454
2006-05-19,0.0032047224878675
2006-05-20,0.00539595136084871
2006-05-21,0.00362946412731224
2006-05-22,0.00315136851078657
2006-05-23,0.00311816136876196
2006-05-24,0.00308317577210993
2006-05-25,0.00304760963932689
2006-05-26,0.00301188935390519
2006-05-27,0.00297630801651277
2006-05-28,0.00294015070317307
2006-05-29,0.00290279639839346
2006-05-30,0.00286474243546144
2006-05-31,0.00282597190206527
2006-06-01,0.00406530990643163
2006-06-02,0.00400528549765395
2006-06-03,0.00394026864453635
